D,a,t,e,:, ,0,8,/,0,7,/,2,0,2,2, , ,t,i,m,e,:, ,1,6,:,1,2,:,3,8
ripple,bitcoin
"{'usd': 0.339077, 'eur': 0.33409, 'gbp': 0.282765}","{'usd': 21409, 'eur': 21094, 'gbp': 17853.23}"
