D,a,t,e,:, ,0,8,/,0,7,/,2,0,2,2, , ,t,i,m,e,:, ,1,8,:,4,5,:,1,8
bitcoin,cardano,ripple
"{'usd': 22007, 'eur': 21609, 'gbp': 18290.78}","{'usd': 0.470784, 'eur': 0.46226, 'gbp': 0.391284}","{'usd': 0.344666, 'eur': 0.338426, 'gbp': 0.286464}"
